FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,CUA,FAC,FAR,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAG,SAC,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
1/1/2021,11,-99,-99,0.49,0.32,0.5,0.22,-99,-99,0.43,0.26,-99,0.1,-99,-99,0.48,0.45,0.17,0.16,0.14,0.46,0.18,0.23,0.43,0.22,-99,0.38,0.59,-99,0.26,0.14,0.86,-99
1/1/2021,12,-99,-99,0.44,0.33,0.44,0.2,-99,-99,0.39,0.22,-99,0.11,-99,-99,0.31,0.4,0.19,0.1,0.1,0.38,0.13,0.19,0.25,0.16,-99,0.12,0.31,-99,0.23,0.08,0.54,-99
1/1/2021,13,-99,-99,0.26,0.3,0.25,0.21,-99,-99,0.33,0.21,-99,0.13,-99,-99,0.39,0.3,0.21,0.1,0.1,0.13,0.18,0.18,0,0.15,-99,0.05,0.2,-99,0.13,0.08,0.18,-99
1/1/2021,14,-99,-99,0.17,0.12,0.09,0.04,-99,-99,0.2,0.06,-99,0.17,-99,-99,0.28,0.08,0.11,0.09,0.1,0.06,0.11,0.14,0.01,0.18,-99,0.07,0.07,-99,0.04,0,0.17,-99
1/1/2021,15,-99,-99,0.1,0.11,0.02,0.04,-99,-99,0.1,0.12,-99,0.18,-99,-99,0.35,0.07,0.07,0.07,0.1,0.12,0.12,0.15,0.02,0.1,-99,0.01,0.08,-99,0.07,0,0.2,-99
1/1/2021,16,-99,-99,0.06,0.11,0.02,0.01,-99,-99,0.12,0.09,-99,0.16,-99,-99,0.25,0.05,0.04,0.11,0.13,0.1,0.04,0.26,0,0.02,-99,0.01,0.05,-99,0.09,0.01,0.15,-99
1/1/2021,17,-99,-99,0.09,0.09,0.04,0.01,-99,-99,0.11,0.04,-99,0.16,-99,-99,0.25,0.05,0.01,0.1,0.15,0.13,0.11,0.35,0.04,0.04,-99,0,0.09,-99,0.13,0.03,0.15,-99
1/1/2021,18,-99,-99,0.12,0.17,0.06,0.04,-99,-99,0.12,0.13,-99,0.14,-99,-99,0.34,0.1,0,0.14,0.11,0.25,0.11,0.37,0.1,0.1,-99,0.03,0.09,-99,0.2,0.05,0.24,-99
1/1/2021,19,-99,-99,0.32,0.33,0.18,0.12,-99,-99,0.27,0.19,-99,0.16,-99,-99,0.45,0.22,0.14,0.19,0.11,0.28,0.1,0.33,0.18,0.12,-99,0.08,0.17,-99,0.22,0.16,0.34,-99
1/1/2021,20,-99,-99,0.24,0.38,0.49,0.2,-99,-99,0.27,0.25,-99,0.14,-99,-99,0.59,0.47,0.28,0.2,0.18,0.38,0.39,0.38,0.21,0.23,-99,0.07,0.28,-99,0.24,0.16,0.4,-99
1/1/2021,21,-99,-99,0.73,0.4,0.67,0.27,-99,-99,0.24,0.3,-99,0.13,-99,-99,0.81,0.61,0.43,0.18,0.11,0.37,0.87,0.52,0.28,0.32,-99,0.26,0.5,-99,0.29,0.21,0.53,-99
1/1/2021,22,-99,-99,0.72,0.49,1.16,0.51,-99,-99,0.25,0.31,-99,0.13,-99,-99,1.29,0.7,0.57,0.22,0.12,0.43,0.77,0.57,0.26,0.3,-99,0.27,0.67,-99,0.33,0.22,0.6,-99
1/1/2021,23,-99,-99,0.76,0.85,0.96,0.45,-99,-99,0.55,0.35,-99,0.12,-99,-99,1.05,0.81,0.82,0.15,0.12,0.36,0.51,0.55,0.18,0.23,-99,0.42,0.61,-99,0.43,0.42,0.5,-99
1/1/2021,24,-99,-99,0.84,1.29,1.12,0.81,-99,-99,0.81,0.59,-99,0.13,-99,-99,0.77,1.46,0.69,0.1,0.05,0.51,0.61,0.51,0.28,0.32,-99,0.59,0.62,-99,0.76,0.58,1.08,-99
1/2/2021,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/2/2021,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/2/2021,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/2/2021,4,-99,-99,0.38,0.54,0.75,0.24,-99,-99,0.47,0.44,-99,0.1,-99,-99,0.49,0.72,0.35,0.13,0.05,0.74,0.06,0.49,0.48,0.07,-99,0.12,0.49,-99,0.45,0.71,0.32,-99
1/2/2021,5,-99,-99,0.23,0.58,0.5,0.32,-99,-99,0.41,0.44,-99,0.05,-99,-99,0.84,0.63,0.24,0.24,0.05,0.52,0.08,0.54,0.52,0.17,-99,0.11,0.45,-99,0.6,0.87,0.27,-99
1/2/2021,6,-99,-99,0.25,0.6,0.43,0.21,-99,-99,0.41,0.28,-99,0.04,-99,-99,1.12,0.65,0.37,0.29,0.03,0.44,0.11,0.56,0.64,0.24,-99,0.3,0.38,-99,0.51,0.9,0.4,-99
1/2/2021,7,-99,-99,0.47,1.1,0.72,0.2,-99,-99,0.48,0.19,-99,0.03,-99,-99,1.37,0.72,0.52,0.33,0.03,0.5,0.15,0.56,0.96,0.3,-99,0.46,0.53,-99,0.44,0.56,0.79,-99
1/2/2021,8,-99,-99,0.55,1.15,1.15,0.33,-99,-99,0.76,0.79,-99,0.03,-99,-99,1.62,1.09,0.72,0.45,0.05,1.53,0.32,1.16,1.71,0.55,-99,0.64,0.96,-99,0.76,0.96,1.16,-99
1/2/2021,9,-99,-99,0.94,0.73,1.14,0.5,-99,-99,0.8,0.91,-99,0.07,-99,-99,1.7,1.25,0.58,0.73,0.18,1.49,0.54,1.33,-99,0.44,-99,0.74,0.88,-99,0.67,1.14,1.05,-99
1/2/2021,10,-99,-99,0.43,0.71,1.03,0.7,-99,-99,0.99,0.92,-99,0.1,-99,-99,0.76,0.86,0.6,0.58,0.14,1.4,0.39,1.17,1.58,0.39,-99,0.89,0.72,-99,0.43,0.62,0.71,-99
1/2/2021,11,-99,-99,0.56,0.59,0.57,0.55,-99,-99,0.54,1.06,-99,0.16,-99,-99,0.84,0.88,0.6,0.5,0.21,1.08,0.39,0.67,1.16,0.6,-99,0.71,0.79,-99,0.53,0.7,0.42,-99
1/2/2021,12,-99,-99,0.49,0.64,0.33,0.4,-99,-99,0.6,0.45,-99,0.2,-99,-99,0.81,0.56,0.44,0.27,0.35,0.51,0.24,0.42,0.67,0.61,-99,0.81,0.65,-99,0.69,0.81,0.29,-99
1/2/2021,13,-99,-99,0.22,0.47,0.3,0.58,-99,-99,0.41,0.27,-99,0.19,-99,-99,0.58,0.55,0.42,0.2,0.46,0.39,0.29,0.31,0.68,0.36,-99,0.87,0.46,-99,0.69,0.54,0.14,-99
1/2/2021,14,-99,-99,0.21,0.47,0.34,0.36,-99,-99,0.25,0.19,-99,0.17,-99,-99,0.36,0.17,0.29,0.25,0.57,0.52,0.21,0.26,0.74,0.36,-99,0.69,0.19,-99,0.58,0.41,0.17,-99
1/2/2021,15,-99,-99,0.27,0.3,0.27,0.35,-99,-99,0.33,0.2,-99,0.16,-99,-99,0.41,0.07,0.36,0.16,0.5,0.5,0.22,0.22,0.5,0.38,-99,0.5,0.17,-99,0.3,0.33,0.17,-99
1/2/2021,16,-99,-99,0.27,0.34,0.33,0.33,-99,-99,0.35,0.26,-99,0.15,-99,-99,0.55,0.15,0.36,0.02,0.33,0.28,0.27,0.26,0.28,0.36,-99,0.36,0.22,-99,0.23,0.22,0.16,-99
1/2/2021,17,-99,-99,0.29,0.26,0.37,0.33,-99,-99,0.4,0.17,-99,0.16,-99,-99,0.31,0.07,0.33,0.08,0.15,0.24,0.24,0.27,0.27,0.37,-99,0.15,0.25,-99,0.17,0.14,0.24,-99
1/2/2021,18,-99,-99,0.38,0.39,0.43,0.34,-99,-99,0.64,0.2,-99,0.19,-99,-99,0.37,0.1,0.44,0.09,0.14,0.35,0.23,0.34,0.39,0.22,-99,0.11,0.26,-99,0.14,0.17,0.33,-99
1/2/2021,19,-99,-99,0.6,0.58,0.56,0.39,-99,-99,0.72,0.31,-99,0.2,-99,-99,0.41,0.3,0.66,0.16,0.43,0.35,0.49,0.5,0.44,0.38,-99,0.34,0.43,-99,0.19,0.3,0.63,-99
1/2/2021,20,-99,-99,0.69,0.49,0.87,0.46,-99,-99,0.76,0.32,-99,0.31,-99,-99,0.76,0.44,0.54,0.19,0.44,0.45,0.48,0.5,0.47,0.31,-99,0.53,0.55,-99,0.28,0.34,0.6,-99
1/2/2021,21,-99,-99,0.43,0.7,1.94,0.62,-99,-99,1.04,0.39,-99,0.42,-99,-99,0.62,0.77,0.27,0.2,0.05,0.45,0.8,0.87,0.48,0.39,-99,0.44,0.68,-99,0.38,0.43,1.17,-99
1/2/2021,22,-99,-99,0.29,0.84,2.06,0.82,-99,-99,0.95,0.5,-99,0.87,-99,-99,0.87,1.58,0.32,0.19,0.07,0.45,0.48,0.7,-99,0.47,-99,0.52,0.98,-99,0.38,0.61,0.73,-99
1/2/2021,23,-99,-99,0.24,0.94,2.11,0.69,-99,-99,0.91,0.69,-99,0.9,-99,-99,1.42,1.28,0.48,0.18,0.07,0.45,0.51,0.88,0.44,0.43,-99,0.42,0.93,-99,0.4,0.48,0.73,-99
1/2/2021,24,-99,-99,0.28,1.2,2.49,0.76,-99,-99,0.6,0.73,-99,1.2,-99,-99,1.37,1.42,0.78,0.1,0.05,0.25,0.41,0.86,0.13,0.37,-99,0.37,0.72,-99,0.38,0.66,0.92,-99
1/3/2021,1,-99,-99,0.38,1.07,2.37,0.67,-99,-99,0.43,0.45,-99,0.31,-99,-99,1.08,1.04,0.64,0.07,0.14,0.15,0.32,0.66,0.12,0.32,-99,0.33,1.05,-99,0.32,0.51,1.05,-99
1/3/2021,2,-99,-99,0.37,1.08,1.95,0.61,-99,-99,0.45,0.48,-99,0.17,-99,-99,1,0.63,0.5,0,0.05,0.15,0.17,0.53,0.04,0.22,-99,0.17,0.69,-99,0.22,0.32,1,-99
1/3/2021,3,-99,-99,0.39,0.69,1.5,0.56,-99,-99,0.29,0.66,-99,0.15,-99,-99,0.61,0.64,0.64,0.03,0.05,0.05,0.25,0.87,0.01,0.14,-99,0.13,0.38,-99,0.13,0.26,0.96,-99
1/3/2021,4,-99,-99,0.41,0.49,1.28,0.47,-99,-99,0.3,1.3,-99,0.1,-99,-99,0.53,0.64,0.69,0.32,0.05,0.35,0.25,1.02,0.28,0.17,-99,0.17,0.4,-99,0.14,0.38,0.42,-99
1/3/2021,5,-99,-99,0.49,0.75,0.76,0.24,-99,-99,0.26,0.69,-99,0.09,-99,-99,0.21,0.31,0.64,0.36,0,1.05,0.1,1.07,0.47,0.24,-99,0.11,0.35,-99,0.15,0.24,-99,-99
1/3/2021,6,-99,-99,0.58,0.67,0.49,0.19,-99,-99,0.25,0.51,-99,0.07,-99,-99,0.35,0.63,0.59,0.36,0,1.65,0.43,1.02,0.95,0.31,-99,0.1,0.39,-99,0.16,0.18,-99,-99
1/3/2021,7,-99,-99,0.58,1.02,0.65,0.24,-99,-99,0.48,0.54,-99,0.04,-99,-99,1.06,0.94,1.09,0.4,0,1.75,0.21,0.91,1.5,0.42,-99,0.24,0.45,-99,0.33,0.83,-99,-99
1/3/2021,8,-99,-99,0.62,1.01,1.1,0.4,-99,-99,0.61,1.15,-99,0.06,-99,-99,0.99,1.29,1.28,1,0.05,3.35,0.33,1.36,1.91,0.55,-99,0.5,1.05,-99,0.46,1.38,-99,-99
1/3/2021,9,-99,-99,0.61,0.72,1.04,0.55,-99,-99,0.78,1.14,-99,0.07,-99,-99,1.33,1.47,1.65,1.03,0.05,2.65,0.33,1.19,1.71,0.4,-99,0.94,0.87,-99,0.44,1.51,-99,-99
1/3/2021,10,-99,-99,0.33,0.38,0.88,0.63,-99,-99,0.53,0.98,-99,0.11,-99,-99,1.23,0.9,0.83,0.38,0.09,2.15,0.35,1.42,0.89,0.33,-99,0.7,0.71,-99,0.36,1.19,0.73,-99
1/3/2021,11,-99,-99,0.46,0.34,1.03,0.44,-99,-99,0.69,0.61,-99,0.09,-99,-99,0.37,0.48,0.44,0.17,0.09,0.95,0.35,0.74,0.83,0.46,-99,0.48,0.77,-99,0.46,0.62,0.55,-99
1/3/2021,12,-99,-99,0.54,0.45,0.71,0.31,-99,-99,0.64,0.33,-99,0.15,-99,-99,0.4,0.43,0.37,0.02,0.14,0.15,0.24,0.35,0.13,0.32,-99,0.16,0.71,-99,0.23,0.24,0.54,-99
1/3/2021,13,-99,-99,0.41,0.28,0.44,0.21,-99,-99,0.55,0.11,-99,0.13,-99,-99,0.21,0.22,0.34,0,0.11,0.05,0.15,0.26,0.07,0.31,-99,0.07,0.38,-99,0.24,0.09,0.34,-99
1/3/2021,14,-99,-99,0.35,0.23,0.28,0.22,-99,-99,0.38,0.12,-99,0.14,-99,-99,0.26,0.16,0.28,0,0.06,0.15,0.14,0.15,0.07,0.25,-99,0.04,0.32,-99,0.2,0.04,0.24,-99
1/3/2021,15,-99,-99,0.34,0.16,0.27,0.16,-99,-99,0.27,0.13,-99,0.13,-99,-99,0.3,0,0.2,0,0.05,0.15,0.1,0.15,0.13,0.09,-99,0.02,0.25,-99,0.06,0,0.2,-99
1/3/2021,16,-99,-99,0.18,0.03,0.13,0.04,-99,-99,0,0.13,-99,0.17,-99,-99,0.32,0.04,0,0,0.05,0.15,0.02,0.16,0.15,0.13,-99,0.02,0.09,-99,0.03,0.01,0.21,-99
1/3/2021,17,-99,-99,0.04,0.09,0.08,0.06,-99,-99,0.04,0.17,-99,0.19,-99,-99,0.21,0.07,0.01,0,0.11,0.25,0.08,0.2,0.18,0.18,-99,0.05,0.06,-99,0.1,0.05,0.19,-99
1/3/2021,18,-99,-99,0.06,0.13,0.12,0.1,-99,-99,0.07,0.27,-99,0.19,-99,-99,0.34,0.12,0.05,0.07,0.16,0.35,0.13,0.36,0.22,0.2,-99,0.16,0.05,-99,0.16,0.14,0.2,-99
1/3/2021,19,-99,-99,0.24,0.36,0.27,0.32,-99,-99,0.28,0.39,-99,0.23,-99,-99,0.47,0.36,0.14,0.1,0.17,0.45,0.24,0.49,0.27,0.34,-99,-99,0.3,-99,0.25,0.38,0.3,-99
1/3/2021,20,-99,-99,0.38,0.25,0.51,0.2,-99,-99,0.7,0.47,-99,0.25,-99,-99,0.34,0.4,0.21,0.13,0.15,0.55,0.23,0.57,0.4,0.25,-99,-99,0.4,-99,0.34,0.54,0.51,-99
1/3/2021,21,-99,-99,0.76,0.33,0.68,0.08,-99,-99,0.57,0.33,-99,0.3,-99,-99,0.31,0.74,0.16,0.1,0.23,0.45,0.23,0.32,0.31,0.3,-99,-99,0.28,-99,0.46,0.9,0.4,-99
1/3/2021,22,-99,-99,0.65,0.72,0.8,0.41,-99,-99,0.79,0.49,-99,0.25,-99,-99,0.25,0.6,0.37,0.27,0.28,0.45,0.55,0.39,0.25,0.51,-99,-99,0.42,-99,0.45,0.53,0.71,-99
1/3/2021,23,-99,-99,0.4,0.62,1.17,0.41,-99,-99,0.97,0.55,-99,0.26,-99,-99,0.81,1.2,0.38,0.67,0.28,0.75,0.48,0.41,0.74,0.55,-99,-99,0.53,-99,0.59,0.69,0.55,-99
1/3/2021,24,-99,-99,0.37,0.65,0.76,0.29,-99,-99,0.68,0.67,-99,0.33,-99,-99,0.67,0.93,0.3,0.77,0.27,1.15,0.39,1.2,1.01,0.4,-99,-99,0.38,-99,0.86,0.7,0.44,-99
1/4/2021,1,-99,-99,0.37,0.54,0.48,0.21,-99,-99,0.44,0.56,-99,0.29,-99,-99,0.83,0.52,0.37,0.6,0.28,1.15,0.22,1.02,0.69,0.28,-99,-99,0.26,-99,1.16,0.82,0.57,-99
1/4/2021,2,-99,-99,0.31,0.61,0.33,0.11,-99,-99,0.31,0.62,-99,0.25,-99,-99,0.78,0.68,0.5,0.36,0.25,1.05,0.13,0.53,0.5,0.21,-99,-99,0.28,-99,0.92,0.88,0.78,-99
1/4/2021,3,-99,-99,0.34,0.34,0.31,0.1,-99,-99,0.23,0.62,-99,0.23,-99,-99,0.71,0.89,0.36,0.35,0.2,1.45,0.11,0.65,0.43,0.19,-99,-99,0.24,-99,0.83,0.55,0.39,-99
1/4/2021,4,-99,-99,0.24,0.38,0.28,0.07,-99,-99,0.14,0.57,-99,0.14,-99,-99,0.59,0.67,0.35,0.4,0.15,1.15,0.11,0.57,0.81,0.17,-99,-99,0.33,-99,0.78,0.63,0.31,-99
1/4/2021,5,-99,-99,0.26,0.54,0.3,0.25,-99,-99,0.16,0.41,-99,0.12,-99,-99,0.75,0.63,0.68,0.31,0.15,1.05,0.21,0.57,0.65,0.17,-99,-99,0.28,-99,0.47,0.52,0.41,-99
1/4/2021,6,-99,-99,0.41,0.61,0.56,0.27,-99,-99,0.32,0.53,-99,0.09,-99,-99,1.07,0.84,0.96,0.64,0.08,1.15,0.23,0.89,0.96,0.24,-99,-99,0.34,-99,0.47,0.56,0.51,-99
1/4/2021,7,-99,-99,0.55,0.73,0.98,0.27,-99,-99,0.71,0.54,-99,0.06,-99,-99,1.78,1.7,1.01,0.96,0.05,1.35,0.64,1.23,1.83,0.34,-99,-99,0.75,-99,0.56,0.69,0.63,-99
1/4/2021,8,-99,-99,0.99,0.99,2.09,0.51,-99,-99,0.96,0.82,-99,0.06,-99,-99,1.73,1.9,1.37,1.77,0.06,1.65,0.89,1.43,1.54,0.44,-99,-99,1.54,-99,0.82,1.89,0.84,-99
1/4/2021,9,-99,-99,1.54,1.16,1.8,0.82,-99,-99,1.13,1.23,-99,0.1,-99,-99,1.65,1.24,1.26,1.18,0.1,1.55,0.92,1.34,2.72,0.35,-99,-99,1.88,-99,0.75,1.61,1.45,-99
1/4/2021,10,-99,-99,0.89,1.03,1.31,0.79,-99,-99,0.9,1.04,-99,0.16,-99,-99,1.69,1.35,0.9,0.89,0.24,0.85,1.01,1.22,2.06,0.41,-99,-99,1.54,-99,1.12,1.09,0.93,-99
1/4/2021,11,-99,-99,0.89,1.06,0.99,1.08,-99,-99,0.76,0.79,-99,0.19,-99,-99,1.64,1.08,1.12,0.57,0.27,0.55,0.64,0.88,1.15,0.72,-99,-99,1.01,-99,1.27,0.78,0.54,-99
1/4/2021,12,-99,-99,0.44,0.68,0.85,0.59,-99,-99,0.71,0.53,-99,0.32,-99,-99,0.97,0.59,0.78,0.19,-99,0.45,0.59,0.44,0.62,0.4,-99,-99,0.69,-99,0.7,0.43,0.31,-99
1/4/2021,13,-99,-99,0.3,0.46,0.79,0.35,-99,-99,0.41,0.33,-99,0.41,-99,-99,0.83,0.29,0.57,0.06,-99,0.35,0.44,0.31,0.34,0.45,-99,-99,0.48,-99,0.36,0.32,0.08,-99
1/4/2021,14,-99,-99,0.22,0.42,0.44,0.32,-99,-99,0.39,0.27,-99,0.23,-99,-99,0.54,0.59,0.58,0.17,-99,0.35,0.41,0.26,0.24,0.39,-99,-99,0.38,-99,0.42,-99,0.1,-99
1/4/2021,15,-99,-99,0.23,0.3,0.37,0.24,-99,-99,0.3,0.27,-99,0.22,-99,-99,0.42,0.38,0.51,0.13,-99,0.25,0.29,0.29,0.23,0.45,-99,-99,0.41,-99,0.24,-99,0.06,-99
1/4/2021,16,-99,-99,0.25,0.31,0.36,0.18,-99,-99,0.33,0.37,-99,0.24,-99,-99,0.46,0.51,0.39,0.05,-99,0.15,0.28,0.4,0.21,0.38,-99,-99,0.31,-99,0.23,0.14,0.03,-99
1/4/2021,17,-99,-99,0.24,0.31,0.36,0.21,-99,-99,0.48,0.27,-99,0.25,-99,-99,0.38,0.35,0.42,0.09,-99,0.25,0.3,0.42,0.21,0.34,-99,0.37,0.43,-99,0.27,0.18,0.03,-99
1/4/2021,18,-99,-99,0.43,0.46,0.42,0.27,-99,-99,0.52,0.34,-99,0.22,-99,-99,0.28,0.79,0.55,0.17,-99,0.45,0.52,0.45,0.3,0.48,-99,0.39,0.55,-99,0.42,0.29,0.14,-99
1/4/2021,19,-99,-99,0.4,0.98,0.81,0.43,-99,-99,0.5,0.62,-99,0.24,-99,-99,0.62,0.99,0.65,0.33,0.22,0.55,0.66,1.01,0.37,0.78,-99,0.41,0.72,-99,0.59,0.44,0.45,-99
1/4/2021,20,-99,-99,0.46,1,0.72,0.54,-99,-99,0.42,0.39,-99,0.26,-99,-99,0.51,0.78,0.63,0.21,0.26,0.75,0.86,0.51,0.57,0.65,-99,0.78,0.62,-99,0.55,0.47,0.45,-99
1/4/2021,21,-99,-99,0.64,0.55,0.61,0.45,-99,-99,0.43,0.49,-99,0.3,-99,-99,0.4,0.34,0.55,0.26,0.38,0.85,0.62,0.62,0.77,0.4,-99,1.18,0.64,-99,0.73,0.49,0.48,-99
1/4/2021,22,-99,-99,0.58,0.59,0.95,0.47,-99,-99,0.42,0.73,-99,0.31,-99,-99,0.63,0.68,0.39,0.36,0.53,0.75,0.5,0.65,0.73,0.38,-99,0.77,0.57,-99,0.59,0.51,0.41,-99
1/4/2021,23,-99,-99,0.42,0.44,0.58,0.4,-99,-99,0.35,0.77,-99,0.3,-99,-99,1.11,0.56,0.25,0.51,0.44,0.75,0.37,0.74,0.47,0.34,-99,0.77,0.51,-99,0.84,0.78,0.26,-99
1/4/2021,24,-99,-99,0.39,0.34,0.49,0.25,-99,-99,0.37,0.76,-99,0.28,-99,-99,0.95,0.42,0.16,0.43,0.33,0.95,0.29,0.41,0.59,0.23,-99,0.66,0.36,-99,1,0.77,0.15,-99
1/5/2021,1,-99,-99,0.36,0.26,0.36,0.16,-99,-99,0.23,0.85,-99,0.24,-99,-99,0.89,0.34,0.14,0.64,0.25,0.75,0.2,0.28,0.52,0.15,-99,0.56,0.3,-99,1.06,0.7,0.15,-99
1/5/2021,2,-99,-99,0.36,0.16,0.28,0.11,-99,-99,0.11,0.65,-99,0.26,-99,-99,0.51,0.13,0.09,0.5,0.17,0.55,0.14,0.09,0.41,0.15,-99,0.34,0.26,-99,0.63,0.38,0.17,-99
1/5/2021,3,-99,-99,0.15,0.46,0.26,0.1,-99,-99,0.13,0.48,-99,0.23,-99,-99,0.59,0.12,0.05,0.35,0.1,0.55,0.18,0.22,0.34,0.13,-99,0.57,0.29,-99,0.64,0.32,0.32,-99
1/5/2021,4,-99,-99,0.14,0.46,0.41,0.06,-99,-99,0.11,0.29,-99,0.21,-99,-99,0.48,0.19,0.09,0.46,0.1,0.25,0.11,0.35,0.21,0.11,-99,0.33,0.18,-99,0.37,0.8,0.34,-99
1/5/2021,5,-99,-99,0.09,0.51,0.34,0.1,-99,-99,0.12,0.34,-99,0.19,-99,-99,0.66,0.3,0.36,0.3,0.05,0.35,0.23,0.34,0.25,0.15,-99,0.31,0.2,-99,0.45,0.58,0.32,-99
1/5/2021,6,-99,-99,0.25,0.53,0.56,0.15,-99,-99,0.33,0.37,-99,0.16,-99,-99,0.61,0.48,0.63,0.4,0.09,0.85,0.16,0.52,0.75,0.23,-99,0.65,0.25,-99,0.41,0.68,0.63,-99
1/5/2021,7,-99,-99,0.37,0.68,1.33,0.19,-99,-99,0.59,0.52,-99,0.15,-99,-99,1.04,1.01,0.54,0.92,0.2,1.85,0.23,0.73,1.08,0.31,-99,0.51,0.75,-99,0.75,0.84,0.94,-99
1/5/2021,8,-99,-99,1.07,0.87,2.09,0.37,-99,-99,1.42,0.93,-99,0.15,-99,-99,1.67,1,1.35,1.05,0.09,2.45,0.43,1.21,2.04,0.57,-99,0.87,1.29,-99,0.71,1.02,1.54,-99
1/5/2021,9,-99,-99,1.05,1.25,1.47,0.81,-99,-99,1.03,1.14,-99,0.17,-99,-99,2.25,1.1,1.44,1.54,0.1,2.05,0.61,1.17,1.98,0.43,-99,1.72,1.32,-99,1.21,1.24,1.56,-99
1/5/2021,10,-99,-99,0.77,1.1,1.19,0.99,-99,-99,1.33,0.62,-99,0.22,-99,-99,1.9,0.91,1.18,0.51,0.21,1.55,0.7,0.8,1.96,0.38,-99,0.66,1.18,-99,0.77,1.2,1.01,-99
1/5/2021,11,-99,-99,0.74,0.95,0.89,0.48,-99,-99,1.31,0.56,-99,0.23,-99,-99,1.03,0.64,1.12,0.25,0.3,0.85,0.59,0.53,1.93,0.57,-99,0.56,0.88,-99,0.43,1.08,0.44,-99
1/5/2021,12,-99,-99,0.86,1.14,0.83,0.5,-99,-99,0.92,0.37,-99,0.27,-99,-99,0.66,0.41,0.95,0.18,0.27,0.55,0.41,0.56,1.29,0.53,-99,0.4,0.59,-99,0.73,0.67,0.34,-99
1/5/2021,13,-99,-99,0.66,0.57,0.51,0.81,-99,-99,0.61,0.24,-99,0.29,-99,-99,0.42,0.25,0.56,0.15,0.27,-99,0.83,0.2,0.72,0.51,-99,0.28,0.55,-99,0.95,0.55,0.24,-99
